ticket_id,summary,description,priority,issue_type,project,component,customer_tier,created_hours,channel,final_team,sla_breach,created_timestamp
653,Firewall blocks application traffic,connections fail after authentication. The problem is reproducible from the production environment.,Low,Network,Platform,DNS,Standard,30.54,Email,L2-Network,Yes,2026-09-08T14:43:00.719270+00:00
654,Checkout returns an error,the same request succeeds after a retry. The customer has already tried restarting the service.,Low,Application,Customer Portal,Notifications,Business,26.84,Jira,L2-Application,Yes,2026-09-14T00:28:02.822798+00:00
655,Password reset link is invalid,the user receives an access denied response. The customer has already tried restarting the service.,High,Access,Identity,MFA,Enterprise,15.48,Portal,Security,Yes,2026-09-08T18:57:54.012121+00:00
656,Application page shows a blank screen,customers are unable to complete the workflow. The problem is reproducible from the production environment.,Low,Application,Customer Portal,Authentication,Standard,32.85,Email,L2-Application,Yes,2026-08-27T01:41:42.818611+00:00
657,External monitor is not detected,a replacement may be required if troubleshooting fails. This started after a recent configuration change.,Medium,Hardware,Workplace IT,Laptop,Enterprise,15.81,Email,L1-Hardware,Yes,2026-08-26T13:57:48.775719+00:00
658,Checkout returns an error,the UI shows an unexpected error message. The problem is reproducible from the production environment.,Low,Application,Customer Portal,Authentication,Business,22.11,Jira,L2-Application,No,2026-09-08T12:36:25.228580+00:00
659,Search results fail to load,the same request succeeds after a retry. The problem is reproducible from the production environment.,High,Application,Customer Portal,Authentication,Standard,7.24,Jira,L2-Application,Yes,2026-09-01T13:40:28.884387+00:00
660,MFA challenge is failing,login works for other accounts but not this user. The issue is currently affecting several users.,Low,Access,Identity,Permissions,Business,19.5,Jira,Security,Yes,2026-09-12T02:21:52.712708+00:00
661,Password reset link is invalid,login works for other accounts but not this user. The problem is reproducible from the production environment.,High,Access,Identity,MFA,Business,8.64,Portal,Security,Yes,2026-09-12T03:33:29.243186+00:00
662,Notification jobs are delayed,logs contain repeated server errors. The customer has already tried restarting the service.,Medium,Application,Customer Portal,Notifications,Standard,26.18,Jira,L2-Application,Yes,2026-09-05T21:57:32.782411+00:00
663,API requests return HTTP 500,the application worked yesterday but now fails for multiple users. The issue is currently affecting several users.,Low,Application,Customer Portal,Checkout,Business,16.11,Jira,L2-Application,Yes,2026-09-10T06:11:15.396215+00:00
664,Application page shows a blank screen,the application worked yesterday but now fails for multiple users. The support team has attached the latest logs.,High,Application,Customer Portal,Checkout,Enterprise,10.11,Jira,L2-Application,Yes,2026-09-18T22:43:20.863980+00:00
665,Notification jobs are delayed,the same request succeeds after a retry. The issue is currently affecting several users.,High,Application,Customer Portal,API,Enterprise,28.39,Jira,L2-Application,Yes,2026-09-13T22:57:11.528229+00:00
666,Replication is lagging,the scheduled backup did not complete successfully. The customer has already tried restarting the service.,High,Database,Data Services,Backup,Enterprise,10.81,Jira,L3-Database,Yes,2026-08-31T05:01:15.972748+00:00
667,SSO login returns access denied,the user receives an access denied response. The support team has attached the latest logs.,Low,Access,Identity,SSO,Enterprise,5.29,Chat,Security,No,2026-08-30T01:24:01.117977+00:00
668,Notification jobs are delayed,customers are unable to complete the workflow. This started after a recent configuration change.,Medium,Application,Customer Portal,API,Standard,7.66,Email,L2-Application,Yes,2026-08-25T11:05:31.309463+00:00
669,Database connection pool is exhausted,connections remain open after requests finish. The customer has already tried restarting the service.,Low,Database,Data Services,Backup,Standard,12.37,Email,L3-Database,No,2026-08-26T08:23:21.452750+00:00
670,MFA challenge is failing,the event should be reviewed for security impact. The issue is currently affecting several users.,Low,Access,Identity,MFA,Business,26.71,Email,Security,Yes,2026-08-26T12:50:08.649207+00:00
671,Intermittent network connectivity,users cannot stay connected to the corporate network. This started after a recent configuration change.,Medium,Network,Platform,VPN,Enterprise,9.74,Email,L2-Network,No,2026-08-26T07:12:45.700683+00:00
672,Load balancer health checks failing,requests time out from the office network. The support team has attached the latest logs.,Medium,Network,Platform,Load Balancer,Business,27.02,Email,L2-Network,Yes,2026-09-11T20:38:08.674359+00:00
673,Reports are running much slower,connections remain open after requests finish. The problem is reproducible from the production environment.,Medium,Database,Data Services,Backup,Business,16.03,Email,L3-Database,Yes,2026-08-27T08:52:27.656736+00:00
674,SSO login returns access denied,the user receives an access denied response. The issue is currently affecting several users.,Medium,Access,Identity,SSO,Enterprise,1.18,Email,Security,No,2026-09-01T16:48:52.396667+00:00
675,Search results fail to load,logs contain repeated server errors. The customer has already tried restarting the service.,Low,Application,Customer Portal,Notifications,Business,19.74,Portal,L2-Application,No,2026-09-01T16:44:05.174362+00:00
676,Load balancer health checks failing,requests time out from the office network. The customer has already tried restarting the service.,Medium,Network,Platform,VPN,Enterprise,20.44,Jira,L2-Application,Yes,2026-09-18T16:43:26.142083+00:00
677,API requests return HTTP 500,the application worked yesterday but now fails for multiple users. This started after a recent configuration change.,High,Application,Customer Portal,Notifications,Enterprise,28.14,Portal,L2-Application,Yes,2026-08-27T08:10:27.500977+00:00
678,Replication is lagging,replica data is several minutes behind primary. The support team has attached the latest logs.,Medium,Database,Data Services,MySQL,Business,2.25,Chat,L3-Database,Yes,2026-09-09T02:58:43.679707+00:00
679,Backup job failed overnight,the scheduled backup did not complete successfully. This started after a recent configuration change.,High,Database,Data Services,Query Engine,Standard,7.69,Jira,L3-Database,Yes,2026-08-31T23:08:11.061632+00:00
680,User cannot access internal application,the account may have incorrect permissions. The customer has already tried restarting the service.,Medium,Access,Identity,IAM,Business,14.95,Jira,Security,Yes,2026-08-30T01:20:54.941739+00:00
681,Notification jobs are delayed,the same request succeeds after a retry. This started after a recent configuration change.,Low,Application,Customer Portal,API,Enterprise,16.66,Portal,L2-Application,Yes,2026-09-05T08:19:58.217271+00:00
682,Reports are running much slower,replica data is several minutes behind primary. The support team has attached the latest logs.,Low,Database,Data Services,Query Engine,Enterprise,2.53,Jira,L3-Database,No,2026-09-14T11:12:57.514073+00:00
683,Printer is unavailable,the issue affects a single employee workstation. This started after a recent configuration change.,Low,Hardware,Workplace IT,Printer,Enterprise,23.03,Jira,L1-Hardware,Yes,2026-08-22T00:53:45.663669+00:00
684,Search results fail to load,logs contain repeated server errors. The support team has attached the latest logs.,High,Application,Customer Portal,Notifications,Business,28.64,Jira,L2-Application,Yes,2026-09-14T21:14:55.731516+00:00
685,Backup job failed overnight,the issue is affecting reporting and analytics. The problem is reproducible from the production environment.,Low,Database,Data Services,Query Engine,Business,10.81,Chat,L3-Database,No,2026-09-07T01:02:21.689122+00:00
686,Keyboard stops responding,the device worked earlier in the day. The problem is reproducible from the production environment.,Low,Hardware,Workplace IT,Laptop,Standard,22.9,Chat,L1-Hardware,No,2026-08-23T06:32:43.542827+00:00
687,Password reset link is invalid,the account may have incorrect permissions. The support team has attached the latest logs.,Medium,Access,Identity,MFA,Enterprise,5.93,Chat,Security,No,2026-09-18T09:31:35.389391+00:00
688,Keyboard stops responding,a replacement may be required if troubleshooting fails. This started after a recent configuration change.,Low,Hardware,Workplace IT,Printer,Enterprise,29.3,Chat,L1-Hardware,Yes,2026-08-30T16:04:20.699324+00:00
689,Printer is unavailable,restarting the device did not resolve the problem. The support team has attached the latest logs.,Low,Hardware,Workplace IT,Monitor,Business,6.26,Chat,L2-Network,No,2026-09-02T00:03:40.174927+00:00
690,API requests return HTTP 500,the application worked yesterday but now fails for multiple users. The problem is reproducible from the production environment.,Medium,Application,Customer Portal,API,Enterprise,10.76,Jira,L2-Application,Yes,2026-08-26T12:51:50.271683+00:00
691,Database queries are timing out,connections remain open after requests finish. The issue is currently affecting several users.,Medium,Database,Data Services,Replication,Business,31.98,Jira,L3-Database,Yes,2026-09-06T10:31:28.046649+00:00
692,Replication is lagging,replica data is several minutes behind primary. The issue is currently affecting several users.,Low,Database,Data Services,Replication,Business,27.52,Jira,L3-Database,Yes,2026-08-25T17:13:43.723279+00:00
693,VPN connection drops repeatedly,users cannot stay connected to the corporate network. The issue is currently affecting several users.,Low,Network,Platform,VPN,Standard,35.62,Email,L2-Network,Yes,2026-09-01T20:36:06.652734+00:00
694,Laptop will not power on,a replacement may be required if troubleshooting fails. The problem is reproducible from the production environment.,Medium,Hardware,Workplace IT,Laptop,Business,16.17,Jira,L1-Hardware,No,2026-09-02T07:19:16.276932+00:00
695,Intermittent network connectivity,the service becomes unreachable every few minutes. The support team has attached the latest logs.,High,Network,Platform,DNS,Business,8.06,Email,L1-Hardware,Yes,2026-09-19T08:50:32.550898+00:00
696,SSO login returns access denied,login works for other accounts but not this user. The support team has attached the latest logs.,Medium,Access,Identity,MFA,Enterprise,20.2,Jira,Security,Yes,2026-09-17T04:55:56.656627+00:00
697,Unexpected permission change detected,the account may have incorrect permissions. The problem is reproducible from the production environment.,Medium,Access,Identity,IAM,Standard,2.0,Chat,Security,No,2026-08-24T21:25:25.465393+00:00
698,SSO login returns access denied,the event should be reviewed for security impact. The problem is reproducible from the production environment.,Low,Access,Identity,IAM,Enterprise,1.74,Email,Security,No,2026-09-16T00:57:35.400998+00:00
699,API requests return HTTP 500,the same request succeeds after a retry. The customer has already tried restarting the service.,Low,Application,Customer Portal,Notifications,Enterprise,34.4,Jira,L2-Application,Yes,2026-09-14T04:31:23.036862+00:00
700,Notification jobs are delayed,logs contain repeated server errors. The support team has attached the latest logs.,Low,Application,Customer Portal,Authentication,Enterprise,12.59,Jira,L1-General,No,2026-09-05T09:03:46.040813+00:00
701,VPN connection drops repeatedly,the service becomes unreachable every few minutes. The support team has attached the latest logs.,High,Network,Platform,DNS,Business,2.05,Chat,L2-Network,No,2026-09-05T18:51:36.910110+00:00
702,Keyboard stops responding,the peripheral is intermittently unavailable. The customer has already tried restarting the service.,Low,Hardware,Workplace IT,Printer,Standard,1.06,Portal,L1-Hardware,No,2026-08-22T17:31:13.200729+00:00
703,Keyboard stops responding,restarting the device did not resolve the problem. The problem is reproducible from the production environment.,Medium,Hardware,Workplace IT,Printer,Enterprise,11.5,Email,L1-Hardware,Yes,2026-08-29T12:57:23.647500+00:00
704,Printer is unavailable,the peripheral is intermittently unavailable. The problem is reproducible from the production environment.,High,Hardware,Workplace IT,Dock,Business,35.79,Jira,L1-Hardware,Yes,2026-08-26T10:53:08.916815+00:00
705,API requests return HTTP 500,the application worked yesterday but now fails for multiple users. The support team has attached the latest logs.,Medium,Application,Customer Portal,Search,Standard,2.37,Email,L2-Application,No,2026-08-31T01:17:31.068022+00:00
706,Printer is unavailable,the device worked earlier in the day. The issue is currently affecting several users.,Low,Hardware,Workplace IT,Laptop,Enterprise,8.25,Portal,L1-Hardware,No,2026-09-10T06:48:39.862712+00:00
707,Application page shows a blank screen,customers are unable to complete the workflow. The issue is currently affecting several users.,Medium,Application,Customer Portal,Notifications,Enterprise,33.83,Portal,L2-Application,Yes,2026-09-05T11:53:18.209552+00:00
708,Reports are running much slower,the scheduled backup did not complete successfully. This started after a recent configuration change.,Medium,Database,Data Services,MySQL,Enterprise,32.89,Jira,L3-Database,Yes,2026-08-30T05:44:50.195354+00:00
709,SSO login returns access denied,the account may have incorrect permissions. The support team has attached the latest logs.,Low,Access,Identity,Password Reset,Business,20.27,Chat,Security,No,2026-09-04T09:28:56.647412+00:00
710,Load balancer health checks failing,connections fail after authentication. The problem is reproducible from the production environment.,Low,Network,Platform,DNS,Standard,33.89,Jira,L2-Application,Yes,2026-08-27T18:30:07.770958+00:00
711,Backup job failed overnight,the scheduled backup did not complete successfully. The problem is reproducible from the production environment.,High,Database,Data Services,Replication,Enterprise,27.5,Portal,L3-Database,Yes,2026-08-31T23:57:42.171897+00:00
712,SSO login returns access denied,the user receives an access denied response. The problem is reproducible from the production environment.,Low,Access,Identity,Permissions,Enterprise,27.97,Portal,Security,Yes,2026-09-14T08:31:10.911333+00:00
713,Intermittent network connectivity,users cannot stay connected to the corporate network. The problem is reproducible from the production environment.,High,Network,Platform,Firewall,Enterprise,27.68,Email,L2-Network,Yes,2026-09-19T11:18:20.105016+00:00
714,Printer is unavailable,restarting the device did not resolve the problem. The support team has attached the latest logs.,Medium,Hardware,Workplace IT,Laptop,Business,9.62,Jira,L1-Hardware,No,2026-08-24T12:57:19.531856+00:00
715,Docking station disconnects,the peripheral is intermittently unavailable. This started after a recent configuration change.,Low,Hardware,Workplace IT,Laptop,Standard,6.62,Chat,L1-Hardware,No,2026-09-16T12:55:39.256474+00:00
716,Reports are running much slower,replica data is several minutes behind primary. The customer has already tried restarting the service.,Medium,Database,Data Services,PostgreSQL,Business,1.24,Portal,L1-General,No,2026-09-06T10:46:04.349793+00:00
717,Docking station disconnects,a replacement may be required if troubleshooting fails. The customer has already tried restarting the service.,Low,Hardware,Workplace IT,Dock,Standard,0.81,Email,L1-Hardware,No,2026-08-28T02:41:48.362448+00:00
718,Search results fail to load,the same request succeeds after a retry. The problem is reproducible from the production environment.,Low,Application,Customer Portal,Notifications,Business,19.03,Portal,L2-Application,No,2026-09-18T10:57:50.834831+00:00
719,Printer is unavailable,restarting the device did not resolve the problem. This started after a recent configuration change.,Low,Hardware,Workplace IT,Laptop,Standard,19.25,Email,L2-Network,No,2026-09-17T12:42:13.368429+00:00
720,Firewall blocks application traffic,requests time out from the office network. The problem is reproducible from the production environment.,Low,Network,Platform,VPN,Enterprise,35.89,Jira,L2-Network,Yes,2026-08-22T10:59:47.146686+00:00
721,Firewall blocks application traffic,connections fail after authentication. The issue is currently affecting several users.,Low,Network,Platform,DNS,Enterprise,13.67,Portal,L2-Network,No,2026-09-03T00:58:28.194105+00:00
722,Application page shows a blank screen,logs contain repeated server errors. The support team has attached the latest logs.,High,Application,Customer Portal,Search,Standard,2.58,Jira,L2-Application,No,2026-09-14T03:36:03.548131+00:00
723,Laptop will not power on,the peripheral is intermittently unavailable. The support team has attached the latest logs.,Medium,Hardware,Workplace IT,Dock,Enterprise,6.99,Jira,L1-Hardware,No,2026-09-09T05:41:25.990155+00:00
724,API requests return HTTP 500,the same request succeeds after a retry. The customer has already tried restarting the service.,Low,Application,Customer Portal,Checkout,Business,15.54,Jira,L2-Application,No,2026-09-16T16:58:56.599027+00:00
725,Password reset link is invalid,the event should be reviewed for security impact. The issue is currently affecting several users.,High,Access,Identity,Password Reset,Enterprise,25.81,Portal,Security,Yes,2026-09-05T01:33:49.079235+00:00
726,Database queries are timing out,the issue is affecting reporting and analytics. The support team has attached the latest logs.,Medium,Database,Data Services,Replication,Standard,10.9,Portal,L3-Database,Yes,2026-08-31T17:04:23.801009+00:00
727,Keyboard stops responding,the device worked earlier in the day. The issue is currently affecting several users.,High,Hardware,Workplace IT,Printer,Business,9.23,Email,L1-Hardware,Yes,2026-08-25T08:37:46.036778+00:00
728,API requests return HTTP 500,the same request succeeds after a retry. This started after a recent configuration change.,High,Application,Customer Portal,Search,Standard,3.3,Portal,L2-Application,Yes,2026-09-18T13:32:39.631377+00:00
729,SSO login returns access denied,the event should be reviewed for security impact. The issue is currently affecting several users.,Medium,Access,Identity,IAM,Business,2.15,Portal,Security,No,2026-08-21T14:00:20.437558+00:00
730,Search results fail to load,the application worked yesterday but now fails for multiple users. The support team has attached the latest logs.,Medium,Application,Customer Portal,Authentication,Business,25.31,Email,L2-Application,Yes,2026-09-05T23:38:56.505614+00:00
731,Intermittent network connectivity,the service becomes unreachable every few minutes. The problem is reproducible from the production environment.,Medium,Network,Platform,Firewall,Standard,33.18,Email,L2-Network,Yes,2026-09-04T07:43:12.515845+00:00
732,Docking station disconnects,the issue affects a single employee workstation. The support team has attached the latest logs.,High,Hardware,Workplace IT,Keyboard,Standard,21.26,Email,L1-Hardware,Yes,2026-09-05T09:10:47.273383+00:00
733,SSO login returns access denied,the user receives an access denied response. The issue is currently affecting several users.,Medium,Access,Identity,IAM,Standard,10.55,Jira,Security,No,2026-08-28T15:35:05.395540+00:00
734,Backup job failed overnight,replica data is several minutes behind primary. The issue is currently affecting several users.,Low,Database,Data Services,PostgreSQL,Enterprise,21.09,Email,L3-Database,Yes,2026-09-08T01:31:14.836767+00:00
735,Checkout returns an error,the application worked yesterday but now fails for multiple users. The support team has attached the latest logs.,Medium,Application,Customer Portal,API,Business,5.5,Jira,L2-Application,No,2026-08-23T22:24:11.267242+00:00
736,Search results fail to load,customers are unable to complete the workflow. The problem is reproducible from the production environment.,High,Application,Customer Portal,Search,Standard,26.17,Portal,L2-Application,Yes,2026-09-12T18:34:19.348361+00:00
737,Keyboard stops responding,the peripheral is intermittently unavailable. The problem is reproducible from the production environment.,High,Hardware,Workplace IT,Monitor,Business,1.78,Email,L1-Hardware,No,2026-09-08T08:31:21.223924+00:00
738,MFA challenge is failing,the authentication flow stops before completion. The issue is currently affecting several users.,Low,Access,Identity,Permissions,Business,29.3,Jira,Security,Yes,2026-09-13T09:45:56.113659+00:00
739,Reports are running much slower,connections remain open after requests finish. The issue is currently affecting several users.,Low,Database,Data Services,Backup,Standard,34.99,Email,L3-Database,Yes,2026-09-06T06:57:13.154885+00:00
740,Backup job failed overnight,replica data is several minutes behind primary. This started after a recent configuration change.,Medium,Database,Data Services,PostgreSQL,Enterprise,11.6,Jira,L3-Database,Yes,2026-09-18T04:12:46.003929+00:00
741,Database queries are timing out,replica data is several minutes behind primary. The customer has already tried restarting the service.,Medium,Database,Data Services,Replication,Enterprise,3.12,Email,L3-Database,No,2026-09-04T21:53:25.388877+00:00
742,Replication is lagging,connections remain open after requests finish. The issue is currently affecting several users.,High,Database,Data Services,Query Engine,Enterprise,25.71,Portal,L3-Database,Yes,2026-08-22T21:14:34.321385+00:00
743,Checkout returns an error,the application worked yesterday but now fails for multiple users. The problem is reproducible from the production environment.,Low,Application,Customer Portal,Search,Standard,34.71,Portal,L2-Application,Yes,2026-09-03T14:47:12.431917+00:00
744,Replication is lagging,replica data is several minutes behind primary. The problem is reproducible from the production environment.,Medium,Database,Data Services,Backup,Business,22.97,Portal,L3-Database,Yes,2026-09-14T19:50:40.401282+00:00
745,Search results fail to load,customers are unable to complete the workflow. The customer has already tried restarting the service.,Medium,Application,Customer Portal,Authentication,Business,29.03,Jira,L2-Application,Yes,2026-08-31T04:44:46.146804+00:00
746,Firewall blocks application traffic,users cannot stay connected to the corporate network. The support team has attached the latest logs.,Low,Network,Platform,DNS,Standard,14.73,Jira,L1-Hardware,No,2026-09-15T02:03:50.995749+00:00
747,User cannot access internal application,the event should be reviewed for security impact. The problem is reproducible from the production environment.,Low,Access,Identity,Permissions,Standard,35.62,Chat,Security,Yes,2026-09-18T22:40:07.776134+00:00
748,External monitor is not detected,the peripheral is intermittently unavailable. The customer has already tried restarting the service.,Medium,Hardware,Workplace IT,Dock,Business,21.31,Jira,L1-Hardware,Yes,2026-08-21T13:56:02.524891+00:00
749,Unexpected permission change detected,the account may have incorrect permissions. The issue is currently affecting several users.,Medium,Access,Identity,IAM,Enterprise,16.0,Email,Security,Yes,2026-08-26T14:01:56.501040+00:00
750,Load balancer health checks failing,the service becomes unreachable every few minutes. The problem is reproducible from the production environment.,Low,Network,Platform,WiFi,Business,27.44,Email,L2-Network,Yes,2026-09-10T06:51:16.239508+00:00
751,Database queries are timing out,connections remain open after requests finish. This started after a recent configuration change.,Medium,Database,Data Services,MySQL,Business,0.69,Email,L3-Database,Yes,2026-08-23T16:21:34.271920+00:00
752,VPN connection drops repeatedly,connections fail after authentication. The support team has attached the latest logs.,Low,Network,Platform,DNS,Enterprise,3.25,Chat,L1-Hardware,No,2026-08-21T16:28:39.207012+00:00
753,Keyboard stops responding,the peripheral is intermittently unavailable. This started after a recent configuration change.,Medium,Hardware,Workplace IT,Laptop,Standard,2.12,Jira,L1-Hardware,No,2026-08-30T16:10:00.603842+00:00
754,Intermittent network connectivity,users cannot stay connected to the corporate network. The issue is currently affecting several users.,Medium,Network,Platform,Firewall,Standard,32.06,Email,L2-Network,Yes,2026-09-06T00:10:54.031697+00:00
755,Laptop will not power on,the peripheral is intermittently unavailable. The problem is reproducible from the production environment.,High,Hardware,Workplace IT,Dock,Enterprise,28.99,Jira,L1-Hardware,Yes,2026-09-09T10:42:34.240065+00:00
756,Database queries are timing out,transactions are waiting longer than expected. The customer has already tried restarting the service.,High,Database,Data Services,PostgreSQL,Standard,28.33,Chat,L3-Database,Yes,2026-08-21T16:08:22.427965+00:00
757,Database connection pool is exhausted,transactions are waiting longer than expected. This started after a recent configuration change.,Medium,Database,Data Services,MySQL,Business,1.81,Jira,L3-Database,No,2026-08-27T01:49:15.325759+00:00
758,Notification jobs are delayed,the same request succeeds after a retry. The customer has already tried restarting the service.,Medium,Application,Customer Portal,Search,Enterprise,23.41,Chat,L2-Application,Yes,2026-09-14T20:51:44.675343+00:00
759,Intermittent network connectivity,packets appear to be dropped intermittently. The support team has attached the latest logs.,Medium,Network,Platform,VPN,Standard,1.59,Portal,L2-Network,No,2026-09-18T12:14:34.635151+00:00
760,Notification jobs are delayed,the application worked yesterday but now fails for multiple users. This started after a recent configuration change.,Medium,Application,Customer Portal,Checkout,Enterprise,22.11,Jira,L2-Application,Yes,2026-08-29T11:58:33.584836+00:00
761,Search results fail to load,the application worked yesterday but now fails for multiple users. The issue is currently affecting several users.,Low,Application,Customer Portal,Checkout,Standard,15.34,Portal,L2-Application,No,2026-08-28T13:58:24.509069+00:00
762,Load balancer health checks failing,requests time out from the office network. The issue is currently affecting several users.,High,Network,Platform,VPN,Enterprise,23.15,Portal,L2-Network,Yes,2026-08-25T15:30:08.794064+00:00
763,Replication is lagging,replica data is several minutes behind primary. The support team has attached the latest logs.,High,Database,Data Services,Replication,Standard,32.75,Portal,L2-Application,Yes,2026-09-17T05:46:19.796460+00:00
764,Keyboard stops responding,restarting the device did not resolve the problem. The problem is reproducible from the production environment.,Medium,Hardware,Workplace IT,Dock,Standard,21.23,Email,L1-Hardware,No,2026-09-13T18:46:11.782695+00:00
765,API requests return HTTP 500,customers are unable to complete the workflow. The support team has attached the latest logs.,High,Application,Customer Portal,Notifications,Enterprise,33.59,Jira,L2-Application,Yes,2026-08-28T11:47:04.026921+00:00
766,SSO login returns access denied,the account may have incorrect permissions. This started after a recent configuration change.,Medium,Access,Identity,SSO,Enterprise,35.71,Chat,Security,Yes,2026-08-31T17:44:07.053731+00:00
767,Database connection pool is exhausted,the scheduled backup did not complete successfully. The customer has already tried restarting the service.,High,Database,Data Services,Backup,Standard,14.71,Chat,L3-Database,Yes,2026-09-19T01:30:21.528922+00:00
768,MFA challenge is failing,the authentication flow stops before completion. The customer has already tried restarting the service.,Medium,Access,Identity,IAM,Business,33.46,Email,Security,Yes,2026-08-24T15:53:14.891901+00:00
769,Checkout returns an error,the application worked yesterday but now fails for multiple users. The support team has attached the latest logs.,Medium,Application,Customer Portal,API,Standard,12.74,Chat,L2-Application,No,2026-09-13T07:03:42.249191+00:00
770,Replication is lagging,connections remain open after requests finish. This started after a recent configuration change.,Medium,Database,Data Services,MySQL,Business,25.35,Jira,L3-Database,Yes,2026-09-10T20:59:51.915076+00:00
771,Search results fail to load,the application worked yesterday but now fails for multiple users. The issue is currently affecting several users.,Medium,Application,Customer Portal,API,Standard,12.23,Chat,L2-Application,Yes,2026-09-15T02:44:49.715885+00:00
772,Notification jobs are delayed,the same request succeeds after a retry. The problem is reproducible from the production environment.,Low,Application,Customer Portal,Search,Standard,2.03,Portal,L2-Application,No,2026-09-17T12:54:48.933677+00:00
773,Intermittent network connectivity,packets appear to be dropped intermittently. The customer has already tried restarting the service.,High,Network,Platform,DNS,Standard,20.52,Email,L2-Network,Yes,2026-08-27T13:59:09.870899+00:00
774,Load balancer health checks failing,packets appear to be dropped intermittently. The support team has attached the latest logs.,Medium,Network,Platform,DNS,Standard,26.58,Chat,L2-Network,Yes,2026-09-15T00:12:36.564531+00:00
775,SSO login returns access denied,the event should be reviewed for security impact. The support team has attached the latest logs.,Low,Access,Identity,MFA,Enterprise,35.13,Portal,Security,Yes,2026-08-25T00:38:24.193604+00:00
776,Replication is lagging,connections remain open after requests finish. The customer has already tried restarting the service.,Medium,Database,Data Services,Backup,Business,4.77,Portal,L3-Database,No,2026-08-21T09:12:01.142113+00:00
777,Notification jobs are delayed,logs contain repeated server errors. The problem is reproducible from the production environment.,Low,Application,Customer Portal,Notifications,Business,19.61,Portal,L2-Application,Yes,2026-08-23T16:08:46.954217+00:00
778,Database connection pool is exhausted,the issue is affecting reporting and analytics. This started after a recent configuration change.,Low,Database,Data Services,MySQL,Standard,18.76,Chat,L3-Database,Yes,2026-09-06T19:57:51.564138+00:00
779,Backup job failed overnight,connections remain open after requests finish. The problem is reproducible from the production environment.,High,Database,Data Services,Backup,Business,13.8,Email,L3-Database,Yes,2026-09-17T19:36:07.238920+00:00
780,External monitor is not detected,the issue affects a single employee workstation. The issue is currently affecting several users.,High,Hardware,Workplace IT,Monitor,Enterprise,31.48,Jira,L1-Hardware,Yes,2026-09-08T12:16:35.769547+00:00
781,Docking station disconnects,the peripheral is intermittently unavailable. The customer has already tried restarting the service.,Medium,Hardware,Workplace IT,Laptop,Business,35.48,Jira,L1-Hardware,Yes,2026-08-25T04:25:33.480209+00:00
782,External monitor is not detected,a replacement may be required if troubleshooting fails. The customer has already tried restarting the service.,Medium,Hardware,Workplace IT,Printer,Business,6.67,Email,L1-Hardware,No,2026-09-13T21:59:28.942070+00:00
783,Reports are running much slower,transactions are waiting longer than expected. The issue is currently affecting several users.,Medium,Database,Data Services,Replication,Standard,0.46,Jira,L3-Database,No,2026-09-16T04:12:22.444913+00:00
784,Firewall blocks application traffic,connections fail after authentication. This started after a recent configuration change.,High,Network,Platform,Firewall,Standard,19.18,Jira,L2-Network,Yes,2026-09-09T18:24:49.148320+00:00
785,DNS resolution failing for internal service,packets appear to be dropped intermittently. The issue is currently affecting several users.,High,Network,Platform,WiFi,Enterprise,8.53,Jira,L1-Hardware,Yes,2026-08-29T00:56:28.615460+00:00
786,Firewall blocks application traffic,users cannot stay connected to the corporate network. The support team has attached the latest logs.,Medium,Network,Platform,VPN,Standard,16.37,Portal,L1-Hardware,No,2026-09-14T13:23:50.173989+00:00
787,Reports are running much slower,transactions are waiting longer than expected. The issue is currently affecting several users.,Low,Database,Data Services,Replication,Standard,4.24,Email,L3-Database,No,2026-08-27T03:22:21.401232+00:00
788,Intermittent network connectivity,packets appear to be dropped intermittently. The issue is currently affecting several users.,Medium,Network,Platform,DNS,Enterprise,22.21,Chat,L2-Network,Yes,2026-09-06T17:28:18.101138+00:00
789,Unexpected permission change detected,the event should be reviewed for security impact. The issue is currently affecting several users.,Medium,Access,Identity,Password Reset,Business,29.8,Email,Security,Yes,2026-08-26T07:18:08.446952+00:00
790,Laptop will not power on,a replacement may be required if troubleshooting fails. The issue is currently affecting several users.,Low,Hardware,Workplace IT,Printer,Business,9.23,Chat,L1-Hardware,No,2026-09-18T18:48:46.003274+00:00
791,Reports are running much slower,replica data is several minutes behind primary. This started after a recent configuration change.,Medium,Database,Data Services,Replication,Enterprise,32.34,Jira,L3-Database,Yes,2026-08-26T00:30:32.677687+00:00
792,Database queries are timing out,replica data is several minutes behind primary. The issue is currently affecting several users.,Medium,Database,Data Services,PostgreSQL,Business,9.31,Portal,L3-Database,Yes,2026-09-12T12:49:00.821737+00:00
793,Checkout returns an error,logs contain repeated server errors. The problem is reproducible from the production environment.,Medium,Application,Customer Portal,Search,Standard,11.05,Chat,L2-Application,Yes,2026-09-03T04:41:41.667772+00:00
794,Load balancer health checks failing,the service becomes unreachable every few minutes. The customer has already tried restarting the service.,High,Network,Platform,WiFi,Enterprise,13.19,Portal,L2-Network,Yes,2026-09-03T18:18:25.584365+00:00
795,Unexpected permission change detected,the account may have incorrect permissions. The issue is currently affecting several users.,Medium,Access,Identity,SSO,Business,30.49,Jira,Security,Yes,2026-09-12T01:21:18.486691+00:00
796,Replication is lagging,connections remain open after requests finish. The problem is reproducible from the production environment.,Medium,Database,Data Services,Backup,Enterprise,30.19,Email,L3-Database,Yes,2026-08-30T08:17:35.707784+00:00
